School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,45,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,40,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,116,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,170,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,293,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,268,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,412,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,431,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,503,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,467,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8383,,,Chronically Absent Students,White,Female,,,,
2022-2023,VERMONT,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8910,,,Chronically Absent Students,White,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,381,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,387,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6411,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7022,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,188,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,188,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,28241,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,29697,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,27216,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,28557,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7790,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7966,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,43378,,,Chronically Absent Students,White,Female,,,,
2022-2023,VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,46895,,,Chronically Absent Students,White,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3134,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3295,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9790,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10472,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4616,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4743,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9765,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10535,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,58436,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,59501,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,16282,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,16856,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,80140,,,Chronically Absent Students,White,Female,,,,
2022-2023,WASHINGTON,,,,,814,Chronic absenteeism--Students absent 10% or more school days,84092,,,Chronically Absent Students,White,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,37,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,151,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,149,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,16,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,23,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1630,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1812,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1039,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,997,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1894,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1863,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34761,,,Chronically Absent Students,White,Female,,,,
2022-2023,WEST VIRGINIA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,35428,,,Chronically Absent Students,White,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1846,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1907,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3043,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3175,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,87,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,97,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21137,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,22640,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,19245,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,19556,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6426,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6426,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,39772,,,Chronically Absent Students,White,Female,,,,
2022-2023,WISCONSIN,,,,,814,Chronic absenteeism--Students absent 10% or more school days,40360,,,Chronically Absent Students,White,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1020,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,974,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,75,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,76,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,40,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,37,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,145,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,167,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2578,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2591,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,684,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,725,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10898,,,Chronically Absent Students,White,Female,,,,
2022-2023,WYOMING,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11233,,,Chronically Absent Students,White,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,746,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,668,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,495,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,477,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,132,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,112,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,31024,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,32222,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7738,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7748,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3419,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3340,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,37958,,,Chronically Absent Students,White,Female,,,,
2022-2023,ALABAMA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,38679,,,Chronically Absent Students,White,Male,,,,
2022-2023,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8476,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,ALASKA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8960,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
